6280	6280	NC_000003.12	Y	snv	3:114171968	DRD3
6295	6295	NC_000005.10	V	snv	5:63962738	HTR1A
6296	6296	NC_000006.12	S	snv	6:77462543	HTR1B,LOC105377864
6305	6305	NC_000013.11	V	snv	13:46892487	HTR2A
6311	6311	NC_000013.11	H	snv	13:46897343	HTR2A
6313	6313	NC_000013.11	N	snv	13:46895805	HTR2A
6314	6314	NC_000013.11	R	snv	13:46834899	HTR2A
6318	6318	NC_000023.11	B	snv	X:114731326	HTR2C,LOC105373313
6350	6350	NC_000005.10	N	snv	5:1443084	SLC6A3
6853	6853	NC_000003.12	D	snv	3:38142879	MYD88
7041	7041	NC_000004.12	N	snv	4:71752617	GC
7079	7079	NC_000001.11	N	snv	1:230702585	AGT
7294	7294	NC_000016.10	N	snv	16:31091000	VKORC1
7387	7387	NC_000005.10	W	snv	5:80628972	DHFR
7412	7412	NC_000019.10	Y	snv	19:44908822	APOE
7472	7472	NC_000009.12	N	snv	9:100302248	INVS,TEX10
7858	7858	NC_000009.12	Y	snv	9:14087770	NFIB
7877	7877	NC_000001.11	N	snv	1:171285751	FMO1
8330	8330	NC_000002.12	N	snv	2:233772999	UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3
8450	8450	NC_000001.11	N	snv	1:153947810	DENND4B,CRTC2
8832	8832	NC_000016.10	R	snv	16:27364466	IL4R
8904	8904	NC_000014.9	N	snv	14:35402011	NFKBIA
9024	9024	NC_000021.9	N	snv	21:36073015	CBR1,CBR1-AS1
9032	9032	NC_000009.12	B	snv	9:123104493	RABGAP1
9200	9200	NC_000005.10	N	snv	5:41142504	C6,LOC105374739
9344	9344	NC_000011.10	R	snv	11:69648142	CCND1
9597	9597	NC_000016.10	B	snv	16:1324950	UBE2I
9852	9852	NC_000004.12	H	snv	4:38137403	TBC1D1
9937	9937	NC_000011.10	D	snv	11:4138227	RRM1
10012	10012	NC_000002.12	N	snv	2:38075247	CYP1B1
10046	10046	NC_000015.10	N	snv	15:51210789	CYP19A1,MIR4713HG
10517	10517	NC_000016.10	N	snv	16:69709857	NQO1,SNORD13H
10711	10711	NC_000010.11	B	snv	10:60794716	CDK1
10885	10885	NC_000006.12	Y	snv	6:31636814	PRRC2A
10995	10995	NC_000019.10	V	snv	19:45526896	VASP
11125	11125	NC_000014.9	D	snv	14:55145121	LGALS3
11226	11226	NC_000012.12	R	snv	12:912647	RAD52
11229	11229	NC_000006.12	V	snv	6:31635993	PRRC2A
11479	11479	NC_000022.11	N	snv	22:50525807	TYMP,SCO2
11615	11615	NC_000019.10	N	snv	19:45420395	ERCC1
12418	12418	NC_000010.11	R	snv	10:72013256	CHST3
12659	12659	NC_000021.9	N	snv	21:45531642	SLC19A1
12960	12960	NC_000016.10	R	snv	16:89553920	SPG7
13181	13181	NC_000019.10	N	snv	19:45351661	ERCC2,KLC3
14158	14158	NC_000019.10	N	snv	19:11131368	LDLR
15524	15524	NC_000007.14	N	snv	7:99648291	CYP3A5,ZSCAN25
16944	16944	NC_000002.12	R	snv	2:112837290	IL1B
16947	16947	NC_000022.11	N	snv	22:42127941	CYP2D6
17655	17655	NC_000013.11	S	snv	13:102875652	ERCC5,BIVM-ERCC5
20417	20417	NC_000001.11	B	snv	1:186681189	PTGS2,PACERR
20455	20455	NC_000006.12	N	snv	6:39357302	KIF6,LOC107986594
20572	20572	NC_000021.9	N	snv	21:36072675	CBR1,CBR1-AS1
20575	20575	NC_000008.11	N	snv	8:23201811	TNFRSF10A
25487	25487	NC_000019.10	B	snv	19:43551574	XRCC1
25531	25531	NC_000017.11	B	snv	17:30237328	SLC6A4,LOC105371720
25648	25648	NC_000006.12	B	snv	6:43771240	VEGFA,POLR1C
35592	35592	NC_000016.10	Y	snv	16:16047966	ABCC1
35621	35621	NC_000016.10	B	snv	16:16074751	ABCC1
36029	36029	NC_000016.10	R	snv	16:55662844	SLC6A2
37973	37973	NC_000007.14	N	snv	7:7968245	GLCCI1,GLCCI1-DT
49411	49411	NC_000003.12	N	snv	3:59771849	FHIT,CFAP20DC-DT
50872	50872	NC_000019.10	D	snv	19:45359191	ERCC2
96844	96844	NC_000005.10	N	snv	5:56900777	LOC105378980
119774	119774	NC_000016.10	N	snv	16:15992976	ABCC1
130058	130058	NC_000006.12	N	snv	6:77463564	HTR1B,LOC105377864
130060	130060	NC_000006.12	V	snv	6:77463033	HTR1B,LOC105377864
130072	130072	NC_000006.12	N	snv	6:31144707	CCHCR1
135543	135543	NC_000022.11	N	snv	22:46159422	PPARA
135550	135550	NC_000022.11	N	snv	22:46157339	PPARA
138335	138335	NC_000022.11	V	snv	22:40831082	ST13
138337	138337	NC_000022.11	R	snv	22:40835049	ST13
139887	139887	NC_000022.11	N	snv	22:37975389	POLR2F,SOX10
153549	153549	NC_000005.10	N	snv	5:112900600	REEP5
153560	153560	NC_000005.10	N	snv	5:112918680	REEP5
155333	155333	NC_000007.14	H	snv	7:103798667	RELN
165599	165599	NC_000022.11	V	snv	22:19969258	ARVCF,COMT
167770	167770	NC_000003.12	V	snv	3:114160715	DRD3
167771	167771	NC_000003.12	N	snv	3:114157428	DRD3
168107	168107	NC_000001.11	N	snv	1:108937356	CLCC1
168201	168201	NC_000010.11	D	snv	10:82850325	NRG3
179008	179008	NC_000023.11	H	snv	X:12885540	TLR7
181781	181781	NC_000005.10	R	snv	5:132059422	IL3,LOC105379174
183484	183484	NC_000011.10	N	snv	11:4119902	RRM1
187238	187238	NC_000011.10	V	snv	11:112164265	IL18
200148	200148	NC_000006.12	R	snv	6:143024559	LINC01277
204047	204047	NC_000001.11	B	snv	1:28818612	OPRD1
209474	209474	NC_000006.12	R	snv	6:32956807
212091	212091	NC_000016.10	N	snv	16:16142793	ABCC1
222749	222749	NC_000017.11	R	snv	17:3592080	TRPV1
224534	224534	NC_000017.11	V	snv	17:3583408	TRPV1
225440	225440	NC_000021.9	N	snv	21:42232943	ABCG1
231775	231775	NC_000002.12	D	snv	2:203867991	CTLA4
232043	232043	NC_000011.10	N	snv	11:4117895	RRM1
237025	237025	NC_000006.12	D	snv	6:149400554	TAB2,SUMO4
238406	238406	NC_000019.10	K	snv	19:45365051	ERCC2
242941	242941	NC_000017.11	N	snv	17:45815154	CRHR1,LINC02210-CRHR1
244898	244898	NC_000005.10	N	snv	5:168491921	RARS1
246240	246240	NC_000016.10	D	snv	16:16025167	ABCC1
247616	247616	NC_000016.10	Y	snv	16:56955678
254271	254271	NC_000019.10	N	snv	19:54127382	PRPF31,PRPF31-AS1
255100	255100	NC_000007.14	D	snv	7:30689292	CRHR2
261316	261316	NC_000015.10	Y	snv	15:58341621
264588	264588	NC_000002.12	N	snv	2:159079879	TANC1
264631	264631	NC_000002.12	S	snv	2:159094353	TANC1
264651	264651	NC_000002.12	N	snv	2:159072919	TANC1
264663	264663	NC_000002.12	N	snv	2:159053694	TANC1
265976	265976	NC_000005.10	K	snv	5:175435417
274558	274558	NC_000005.10	R	snv	5:132385482	SLC22A5
274618	274618	NC_000007.14	N	snv	7:86642700	GRM3
274622	274622	NC_000007.14	N	snv	7:86643624	GRM3
274713	274713	NC_000005.10	N	snv	5:6723447	TENT4A
274717	274717	NC_000005.10	N	snv	5:6720954	TENT4A
275651	275651	NC_000003.12	W	snv	3:148697100	AGTR1
279858	279858	NC_000004.12	H	snv	4:46312576	GABRA2
290487	290487	NC_000010.11	Y	snv	10:113149972	TCF7L2
292449	292449	NC_000018.10	S	snv	18:58227849	NEDD4L
294610	294610	NC_000003.12	N	snv	3:14801652	LINC02011
296766	296766	NC_000012.12	H	snv	12:49957170	AQP2,AQP5-AS1
299293	299293	NC_000005.10	Y	snv	5:163482208	HMMR,HMMR-AS1
299313	299313	NC_000005.10	V	snv	5:163486945	HMMR,HMMR-AS1
299314	299314	NC_000005.10	Y	snv	5:163487994	HMMR,HMMR-AS1
301434	301434	NC_000009.12	N	snv	9:4582082	SLC1A1
301435	301435	NC_000009.12	N	snv	9:4582843	SLC1A1
305968	305968	NC_000019.10	N	snv	19:41116284	CYP2F1
307821	307821	NC_000005.10	N	snv	5:180603313	FLT4
307826	307826	NC_000005.10	N	snv	5:180624003	FLT4
308395	308395	NC_000004.12	V	snv	4:122825787	FGF2
310786	310786	NC_000012.12	Y	snv	12:77042368	E2F7
315498	315498	NC_000017.11	B	snv	17:31693749
316019	316019	NC_000006.12	N	snv	6:160249250	SLC22A2
319952	319952	NC_000001.11	N	snv	1:48647950	AGBL4
320003	320003	NC_000001.11	R	snv	1:48661106	AGBL4
324023	324023	NC_000003.12	N	snv	3:114166548	DRD3
324026	324026	NC_000003.12	Y	snv	3:114172195	DRD3
324029	324029	NC_000003.12	V	snv	3:114162776	DRD3
324420	324420	NC_000001.11	M	snv	1:46405089	FAAH
324498	324498	NC_000009.12	V	snv	9:9059545	PTPRD
324650	324650	NC_000007.14	W	snv	7:137008914	CHRM2,LOC349160
324899	324899	NC_000005.10	R	snv	5:88619764	LINC00461
334558	334558	NC_000003.12	N	snv	3:120094435	GSK3B
339097	339097	NC_000007.14	N	snv	7:128759170	CALU
340874	340874	NC_000001.11	N	snv	1:213985913	PROX1,PROX1-AS1
342293	342293	NC_000007.14	V	snv	7:106731773
351776	351776	NC_000008.11	H	snv	8:28333789	PNOC
351855	351855	NC_000005.10	N	snv	5:177093242	FGFR4
352046	352046	NC_000004.12	N	snv	4:73998833	CXCL5,LOC124900715
352139	352139	NC_000003.12	N	snv	3:52224356	TLR9
352428	352428	NC_000008.11	N	snv	8:28621375	EXTL3
361525	361525	NC_000006.12	R	snv	6:31575324	TNF
362267	362267	NC_000004.12	B	snv	4:3241491	HTT
362272	362272	NC_000004.12	D	snv	4:3233253	HTT
362306	362306	NC_000004.12	R	snv	4:3240373	HTT
363225	363225	NC_000010.11	N	snv	10:117264991	SLC18A2
363226	363226	NC_000010.11	N	snv	10:117265701	SLC18A2
363341	363341	NC_000010.11	N	snv	10:117250954	SLC18A2
367398	367398	NC_000006.12	R	snv	6:32223953	NOTCH4
393994	393994	NC_000001.11	N	snv	1:48643073	AGBL4
396991	396991	NC_000001.11	N	snv	1:161544752	FCGR3A
402007	402007	NC_000021.9	B	snv	21:26845001	ADAMTS1
408626	408626	NC_000005.10	N	snv	5:80655314	DHFR,MSH3
428785	428785	NC_000021.9	N	snv	21:26844276	ADAMTS1
429358	429358	NC_000019.10	Y	snv	19:44908684	APOE
430397	430397	NC_000009.12	N	snv	9:125238840	HSPA5
437943	437943	NC_000004.12	N	snv	4:35370476
442767	442767	NC_000005.10	N	snv	5:80655677	DHFR,MSH3
444904	444904	NC_000017.11	H	snv	17:8900750	PIK3R5,LOC124903921
445925	445925	NC_000019.10	N	snv	19:44912383	APOC1
446112	446112	NC_000020.11	V	snv	20:46448270
451774	451774	NC_000006.12	R	snv	6:28534773	GPX5
462779	462779	NC_000006.12	N	snv	6:111374684	REV3L
471760	471760	NC_000001.11	N	snv	1:20590713	CDA
472660	472660	NC_000007.14	N	snv	7:99862484	CYP3A43
478437	478437	NC_000007.14	B	snv	7:145096741
489693	489693	NC_000018.10	N	snv	18:60215554
492602	492602	NC_000019.10	N	snv	19:48703160	FUT2,LOC105447645
494904	494904	NC_000002.12	B	snv	2:44914041
495491	495491	NC_000006.12	R	snv	6:154061407	OPRM1
495794	495794	NC_000005.10	N	snv	5:112865397	SRP19
495828	495828	NC_000009.12	K	snv	9:133279294
502434	502434	NC_000023.11	B	snv	X:123403426	GRIA3
503464	503464	NC_000015.10	W	snv	15:78565554	CHRNA5
508448	508448	NC_000001.11	N	snv	1:28855013	OPRD1
510432	510432	NC_000006.12	N	snv	6:106326155	ATG5
510769	510769	NC_000006.12	N	snv	6:154040884	OPRM1
511435	511435	NC_000006.12	B	snv	6:154047412	OPRM1
518147	518147	NC_000023.11	V	snv	X:114584109	HTR2C
518329	518329	NC_000023.11	B	snv	X:23677119	PRDX4
518350	518350	NC_000022.11	N	snv	22:27261583
520210	520210	NC_000018.10	R	snv	18:58140841	NEDD4L
521093	521093	NC_000001.11	N	snv	1:109825608
523349	523349	NC_000002.12	N	snv	2:31580636	SRD5A2
524731	524731	NC_000006.12	M	snv	6:154053957	OPRM1
529520	529520	NC_000001.11	N	snv	1:28848434	OPRD1
532545	532545	NC_000001.11	N	snv	1:20588679	CDA
540825	540825	NC_000006.12	N	snv	6:154093311	OPRM1
544093	544093	NC_000006.12	D	snv	6:154136358	OPRM1
548646	548646	NC_000006.12	N	snv	6:154097012	OPRM1
553202	553202	NC_000006.12	Y	snv	6:154043682	OPRM1
557881	557881	NC_000012.12	N	snv	12:209959	SLC6A12
558025	558025	NC_000006.12	N	snv	6:154120830	OPRM1
562859	562859	NC_000006.12	N	snv	6:154093438	OPRM1
563649	563649	NC_000006.12	N	snv	6:154086832	OPRM1
568408	568408	NC_000003.12	R	snv	3:159995680	IL12A,IL12A-AS1
576859	576859	NC_000011.10	N	snv	11:57713151	TMX2,MED19,TMX2-CTNND1
577001	577001	NC_000006.12	B	snv	6:149325172	TAB2
578427	578427	NC_000006.12	Y	snv	6:91702432
578776	578776	NC_000015.10	N	snv	15:78596058	CHRNA3
581111	581111	NC_000001.11	N	snv	1:28848861	OPRD1
585719	585719	NC_000013.11	H	snv	13:46482264
588076	588076	NC_000011.10	N	snv	11:85980619	PICALM
588765	588765	NC_000015.10	N	snv	15:78573083	CHRNA5
589046	589046	NC_000006.12	N	snv	6:154072003	OPRM1
594709	594709	NC_000006.12	R	snv	6:160134722	SLC22A1
602950	602950	NC_000001.11	N	snv	1:20589038	CDA
609148	609148	NC_000006.12	D	snv	6:154109880	OPRM1
610604	610604	NC_000006.12	N	snv	6:137878280	TNFAIP3
615470	615470	NC_000015.10	Y	snv	15:78593646	CHRNA3,CHRNA5
616147	616147	NC_000003.12	R	snv	3:39492990	MOBP
619586	619586	NC_000011.10	D	snv	11:65498698	MALAT1
622342	622342	NC_000006.12	V	snv	6:160151834	SLC22A1
628031	628031	NC_000006.12	V	snv	6:160139813	SLC22A1
637137	637137	NC_000015.10	W	snv	15:78581634	CHRNA5
639174	639174	NC_000005.10	Y	snv	5:31433540	DROSHA
642990	642990	NC_000001.11	N	snv	1:54222843	MRPL37
646776	646776	NC_000001.11	N	snv	1:109275908	CELSR2
648007	648007	NC_000006.12	V	snv	6:154101476	OPRM1
648893	648893	NC_000006.12	R	snv	6:154117494	OPRM1
651630	651630	NC_000003.12	R	snv	3:125092470	SLC12A8
652888	652888	NC_000006.12	N	snv	6:31883457	EHMT2,EHMT2-AS1
658903	658903	NC_000011.10	N	snv	11:128858172	KCNJ1,LOC107984409
660652	660652	NC_000015.10	N	snv	15:78595490	CHRNA3,CHRNA5
662799	662799	NC_000011.10	V	snv	11:116792991	APOA5
671531	671531	NC_000006.12	N	snv	6:154119607	OPRM1
672170	672170	NC_000006.12	D	snv	6:153024050	RGS17
676210	676210	NC_000002.12	D	snv	2:21008652	APOB
678849	678849	NC_000001.11	B	snv	1:28818676	OPRD1
679899	679899	NC_000002.12	R	snv	2:21028042	APOB
681243	681243	NC_000006.12	H	snv	6:154106606	OPRM1
683369	683369	NC_000006.12	N	snv	6:160130172	SLC22A1
684513	684513	NC_000015.10	B	snv	15:78566058	CHRNA5
694066	694066	NC_000011.10	D	snv	11:68685517	GAL,LOC107984343
696692	696692	NC_000001.11	N	snv	1:74591902	ERICH3,ERICH3-AS1
699517	699517	NC_000018.10	H	snv	18:673016	TYMS,ENOSF1
699664	699664	NC_000002.12	N	snv	2:85553413	GGCX
699947	699947	NC_000006.12	H	snv	6:43768652	VEGFA,POLR1C
700518	700518	NC_000015.10	N	snv	15:51236915	CYP19A1,MIR4713HG
701829	701829	NC_000006.12	N	snv	6:32581698	HLA-DRB1
702553	702553	NC_000005.10	W	snv	5:60440946	PDE4D
702764	702764	NC_000008.11	B	snv	8:53229597	OPRK1,LOC105375836
704212	704212	NC_000012.12	Y	snv	12:21891410	ABCC9
705379	705379	NC_000007.14	N	snv	7:95324583	PON1
708272	708272	NC_000016.10	N	snv	16:56962376	CETP
710446	710446	NC_000003.12	N	snv	3:186742138	KNG1
711355	711355	NC_000015.10	N	snv	15:29901265	TJP1
712829	712829	NC_000007.14	B	snv	7:55019062	EGFR,LOC105375284
712830	712830	NC_000007.14	N	snv	7:55019087	EGFR,LOC105375284
713729	713729	NC_000022.11	W	snv	22:38059462	PICK1
714368	714368	NC_000006.12	N	snv	6:110456925	SLC22A16
716274	716274	NC_000011.10	R	snv	11:103547430
717620	717620	NC_000010.11	N	snv	10:99782821	ABCC2
718656	718656	NC_000007.14	B	snv	7:133436098	EXOC4
719235	719235	NC_000008.11	N	snv	8:63039122	GGH
720106	720106	NC_000011.10	N	snv	11:4118748	RRM1
723685	723685	NC_000006.12	N	snv	6:110442672	SLC22A16
724226	724226	NC_000007.14	N	snv	7:86696058	GRM3
724710	724710	NC_000002.12	N	snv	2:111150114	BCL2L11
726501	726501	NC_000005.10	R	snv	5:56832039	MAP3K1
727479	727479	NC_000015.10	N	snv	15:51242350	CYP19A1,MIR4713,MIR4713HG
729147	729147	NC_000004.12	V	snv	4:99412110	ADH7
729559	729559	NC_000002.12	D	snv	2:42045844
730012	730012	NC_000005.10	N	snv	5:179793637	LTC4S
730720	730720	NC_000010.11	N	snv	10:72013004	CHST3
731236	731236	NC_000012.12	N	snv	12:47844974	VDR
734644	734644	NC_000004.12	H	snv	4:61935010	ADGRL3
735482	735482	NC_000019.10	V	snv	19:45408744	ERCC1,POLR1G
735668	735668	NC_000002.12	V	snv	2:75135918	TACR1
738409	738409	NC_000022.11	N	snv	22:43928847	PNPLA3
739296	739296	NC_000022.11	R	snv	22:41993944	SEPTIN3
740406	740406	NC_000019.10	D	snv	19:2232222	PLEKHJ1,DOT1L
740603	740603	NC_000022.11	R	snv	22:19957654	COMT
742105	742105	NC_000006.12	Y	snv	6:15572843	DTNBP1
746647	746647	NC_000006.12	N	snv	6:31146405	CCHCR1
747199	747199	NC_000006.12	N	snv	6:44226608	SLC29A1,POLR1C
749292	749292	NC_000015.10	R	snv	15:51266534	CYP19A1,MIR4713HG
750332	750332	NC_000006.12	N	snv	6:31639273	BAG6
751655	751655	NC_000011.10	B	snv	11:132623600	OPCML
756770	756770	NC_000009.12	H	snv	9:133533736	ADAMTSL2
757081	757081	NC_000011.10	N	snv	11:17330136	NUCB2
757110	757110	NC_000011.10	N	snv	11:17396930	ABCC8
757639	757639	NC_000007.14	N	snv	7:34111163	BMPER
757978	757978	NC_000002.12	N	snv	2:241431686	FARP2
760316	760316	NC_000003.12	Y	snv	3:60113241	FHIT
760370	760370	NC_000006.12	V	snv	6:44233216	SLC29A1,POLR1C
760761	760761	NC_000006.12	N	snv	6:15650901	DTNBP1
761142	761142	NC_000006.12	N	snv	6:53527310	GCLC
762551	762551	NC_000015.10	V	snv	15:74749576	CYP1A2
766127	766127	NC_000006.12	D	snv	6:152992697	MTRF1L
767455	767455	NC_000012.12	Y	snv	12:6341779	TNFRSF1A
769404	769404	NC_000002.12	B	snv	2:170822115	GAD1
773123	773123	NC_000012.12	W	snv	12:56101214	ERBB3
774359	774359	NC_000009.12	Y	snv	9:27561051	C9orf72
776746	776746	NC_000007.14	N	snv	7:99672916	CYP3A5,ZSCAN25
778293	778293	NC_000013.11	N	snv	13:105516850
780668	780668	NC_000010.11	Y	snv	10:71351651	SLC29A3
784888	784888	NC_000012.12	N	snv	12:53430724	AMHR2
784892	784892	NC_000012.12	V	snv	12:53429100	AMHR2
785423	785423	NC_000015.10	V	snv	15:29882173	TJP1
795484	795484	NC_000012.12	N	snv	12:118152057	TAOK3
797397	797397	NC_000001.11	N	snv	1:28824671	OPRD1
800292	800292	NC_000001.11	N	snv	1:196673103	CFH
806368	806368	NC_000006.12	H	snv	6:88140381	CNR1
806378	806378	NC_000006.12	B	snv	6:88149832	CNR1
809736	809736	NC_000015.10	R	snv	15:61037589	RORA,LOC107984805
813676	813676	NC_000015.10	H	snv	15:29901113	TJP1
822441	822441	NC_000001.11	N	snv	1:156913204	PEAR1
822442	822442	NC_000001.11	H	snv	1:156913423	PEAR1
833061	833061	NC_000006.12	N	snv	6:43769749	VEGFA,POLR1C
833069	833069	NC_000006.12	N	snv	6:43774842	VEGFA,POLR1C
834576	834576	NC_000006.12	M	snv	6:44238042	POLR1C
836554	836554	NC_000007.14	Y	snv	7:6405604
846664	846664	NC_000007.14	N	snv	7:122995119	TAS2R16
846908	846908	NC_000001.11	R	snv	1:209685108	HSD11B1,HSD11B1-AS1
846910	846910	NC_000001.11	N	snv	1:209701909	HSD11B1,HSD11B1-AS1
854547	854547	NC_000007.14	N	snv	7:95294544	PPP1R9A
854548	854548	NC_000007.14	N	snv	7:95296508	PPP1R9A
854555	854555	NC_000007.14	V	snv	7:95301079	PON1
861539	861539	NC_000014.9	N	snv	14:103699416	KLC1,XRCC3
868856	868856	NC_000009.12	N	snv	9:27489253	MOB3B
870995	870995	NC_000003.12	V	snv	3:179195218	PIK3CA
875858	875858	NC_000016.10	H	snv	16:70741552	VAC14
878567	878567	NC_000005.10	V	snv	5:63960164	HTR1A
878949	878949	NC_000001.11	H	snv	1:21900598	HSPG2
879207	879207	NC_000017.11	R	snv	17:3563302
879825	879825	NC_000006.12	R	snv	6:43796077	POLR1C,LOC105375070
880054	880054	NC_000012.12	N	snv	12:879392	WNK1
881152	881152	NC_000005.10	V	snv	5:172771552	DUSP1,LOC105377730
885004	885004	NC_000009.12	V	snv	9:84294635	SLC28A3
885036	885036	NC_000002.12	N	snv	2:98688331	MGAT4A
886423	886423	NC_000006.12	V	snv	6:30814428	LINC00243
886424	886424	NC_000006.12	N	snv	6:30814225	LINC00243
887829	887829	NC_000002.12	N	snv	2:233759924	UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3
889299	889299	NC_000016.10	N	snv	16:23370593	SCNN1B
889895	889895	NC_000002.12	N	snv	2:207534205	CREB1
890293	890293	NC_000001.11	H	snv	1:59926822	CYP2J2
894160	894160	NC_000015.10	N	snv	15:89668592	PLIN1
895819	895819	NC_000019.10	N	snv	19:13836478	MIR23AHG,MIR23A,MIR24-2,MIR27A
899494	899494	NC_000013.11	D	snv	13:95209550	ABCC4,SNORD13G
901865	901865	NC_000003.12	N	snv	3:11259021	HRH1
909706	909706	NC_000006.12	N	snv	6:15660640	DTNBP1
910080	910080	NC_000020.11	N	snv	20:1979580	PDYN,PDYN-AS1
914232	914232	NC_000021.9	Y	snv	21:45532836	SLC19A1
915120	915120	NC_000010.11	H	snv	10:119430601	GRK5
917881	917881	NC_000007.14	D	snv	7:55094612	EGFR
924607	924607	NC_000005.10	Y	snv	5:609978	CEP72-DT
927650	927650	NC_000020.11	N	snv	20:54156202	CYP24A1
